commit,author,date,title,faultID,file
915d232,Toshio Kuratomi,2015-01-26 20:37:20,jinja2 cannot handle byte strs with non-ascii.  So we need to transform potential byte str into unicode type.  This fix is for dynamic inventory.,10007,v2/ansible/inventory/script.py
915d232,Toshio Kuratomi,2015-01-26 20:37:20,jinja2 cannot handle byte strs with non-ascii.  So we need to transform potential byte str into unicode type.  This fix is for dynamic inventory.,10007,v2/ansible/module_utils/basic.py
e8144b3,Akos Vandra,2015-01-25 14:51:01,fixes #10086,10086,lib/ansible/runner/shell_plugins/sh.py
e8144b3,Akos Vandra,2015-01-25 14:51:01,fixes #10086,10086,v2/ansible/plugins/shell/sh.py
e6b5cc9,Toshio Kuratomi,2015-01-20 12:19:42,Merge pull request #9887 from lmacken/devel,9886
dde32a8,Toshio Kuratomi,2015-01-15 11:08:00,Set default values for shell variables that we use,9991
dea0ee6,Luke Macken,2014-12-24 11:31:44,Use send instead of sendv on the systemd.journal (fixes #9886),9886,lib/ansible/module_utils/basic.py
1ed9b66,Costi Ciudatu,2014-12-11 18:47:24,run_once tasks are skipped without checking the delegate_to host #9784,9784,lib/ansible/runner/__init__.py
6d785ca,Nathan Cahill,2014-12-16 20:58:38,support variables with dashes - fixes #9786,9786,lib/ansible/utils/__init__.py
b84fba4,Michael Scherer,2014-12-13 20:56:06,Strip the line to filter lines composed of only whitespaces,9395,lib/ansible/runner/connection_plugins/ssh.py
4624712,jszwedko,2014-12-10 16:54:58,Allow retries to be templatable,5865,lib/ansible/runner/__init__.py
a2b2e54,Toshio Kuratomi,2014-12-03 14:42:01,Fix checksum code to work with delegate_to/local_action,9704,lib/ansible/runner/__init__.py
1ec8b6e,Toshio Kuratomi,2014-12-03 10:45:54,Have remote_expanduser honor sudo and su users.,9663,lib/ansible/runner/__init__.py
29d41bb,James Cammarata,2014-12-01 21:25:35,Revise patch from earlier using even more variable sources for HostVars,9684,lib/ansible/runner/__init__.py
6570a6c,James Cammarata,2014-12-01 14:59:25,Use additional vars when templating included file names,9669,lib/ansible/playbook/play.py
e61e8a3,James Cammarata,2014-12-01 11:51:09,Use extra vars when creating HostVars,9667,lib/ansible/runner/__init__.py
a1adff4,Baptiste Mathus,2014-11-26 10:35:45,Setting LC_MESSAGES: prevent unparseable messages,9635,lib/ansible/module_utils/basic.py
a1adff4,Baptiste Mathus,2014-11-26 10:35:45,Setting LC_MESSAGES: prevent unparseable messages,9635,lib/ansible/runner/shell_plugins/sh.py
968c56d,James Cammarata,2014-11-25 12:06:58,Expand playbook_dir in time for loading tasks,9618,lib/ansible/playbook/play.py
4b6b58a,James Cammarata,2014-11-20 12:20:32,Fix role parameter precedence after 9a0f8f0,9497,lib/ansible/playbook/__init__.py
4b6b58a,James Cammarata,2014-11-20 12:20:32,Fix role parameter precedence after 9a0f8f0,9497,lib/ansible/playbook/play.py
4b6b58a,James Cammarata,2014-11-20 12:20:32,Fix role parameter precedence after 9a0f8f0,9497,lib/ansible/playbook/task.py
4b6b58a,James Cammarata,2014-11-20 12:20:32,Fix role parameter precedence after 9a0f8f0,9497,lib/ansible/runner/__init__.py
c4c3cc3,Toshio Kuratomi,2014-11-19 11:50:02,Transform both values of a task name into a byte str prior to comparing,9571,lib/ansible/callbacks.py
c4c3cc3,Toshio Kuratomi,2014-11-19 11:50:02,Transform both values of a task name into a byte str prior to comparing,9571,lib/ansible/utils/__init__.py
9a0f8f0,James Cammarata,2014-11-17 15:30:22,Split out various vars-related things to avoid merging too early,9498,lib/ansible/playbook/__init__.py
9a0f8f0,James Cammarata,2014-11-17 15:30:22,Split out various vars-related things to avoid merging too early,9498,lib/ansible/playbook/play.py
9a0f8f0,James Cammarata,2014-11-17 15:30:22,Split out various vars-related things to avoid merging too early,9498,lib/ansible/playbook/task.py
9a0f8f0,James Cammarata,2014-11-17 15:30:22,Split out various vars-related things to avoid merging too early,9498,lib/ansible/runner/__init__.py
9a0f8f0,James Cammarata,2014-11-17 15:30:22,Split out various vars-related things to avoid merging too early,9498,test/units/TestPlayVarsFiles.py
9ae0fb5,James Cammarata,2014-11-03 14:32:15,Make OSX fallback to paramiko more selective,9470,lib/ansible/runner/__init__.py
c86851b,Toshio Kuratomi,2014-10-22 18:45:02,Quote ControlPath ssh parameter,9316,lib/ansible/runner/connection_plugins/ssh.py
9ee3cd1,James Cammarata,2014-10-22 11:08:01,Fix typo in vault edit helper code,9399,lib/ansible/utils/vault.py
b4f9631,James Cammarata,2014-10-22 10:53:58,"Revert ""remove complex_args_hack as it was only needed for Baby JSON""",9400,lib/ansible/runner/__init__.py
b4f9631,James Cammarata,2014-10-22 10:53:58,"Revert ""remove complex_args_hack as it was only needed for Baby JSON""",9400,lib/ansible/runner/action_plugins/normal.py
feb9ed1,Toshio Kuratomi,2014-10-20 22:15:46,Fix template module incorrectly handling mode when dest is a directory,9350,lib/ansible/runner/action_plugins/template.py
b61a785,James Cammarata,2014-10-20 13:10:42,Catch template syntax errors specifically when templating strings,9333,lib/ansible/utils/template.py
5efc4ef,Christian Hammerl,2014-10-18 15:02:04,Fix os_family and distribution on archlinux,8732,lib/ansible/module_utils/facts.py
9595201,David Kirchner,2014-10-14 14:43:28,Added _meta hostvars key to gce.py plugin per the discussion in issue #9291.,9291,plugins/inventory/gce.py
2b9e235,Toshio Kuratomi,2014-10-10 10:28:07,Rework distribution fact checking to be a little less heinous and add support for Mandriva.,9282,lib/ansible/module_utils/facts.py
d19fe8d,James Cammarata,2014-10-10 01:18:18,Fetch vars for host directly when calculating the delegated user,8224,lib/ansible/inventory/__init__.py
d19fe8d,James Cammarata,2014-10-10 01:18:18,Fetch vars for host directly when calculating the delegated user,8224,lib/ansible/runner/__init__.py
2a0d18b,James Cammarata,2014-10-09 16:45:08,Insert newlines correctly when splitting literal blocks,9274,lib/ansible/module_utils/splitter.py
48a308a,Toshio Kuratomi,2014-10-09 02:47:41,Allow both old-style and new-style role dependencies to be valid.,9173,lib/ansible/utils/__init__.py
48a308a,Toshio Kuratomi,2014-10-09 02:47:41,Allow both old-style and new-style role dependencies to be valid.,9173,test/units/TestUtils.py
2769098,Rob Howard,2014-10-08 13:44:59,Make listify respect the global setting for undefined variables.,9008,lib/ansible/utils/__init__.py
2769098,Rob Howard,2014-10-08 13:44:59,Make listify respect the global setting for undefined variables.,9008,test/units/TestUtils.py
12d5b75,James Cammarata,2014-10-06 10:50:55,Template play vars after reading them,9242,lib/ansible/playbook/play.py
0564468,James Cammarata,2014-10-04 21:40:59,Fix bug in plugin path caching,9263,lib/ansible/utils/plugins.py
a175168,Bruce Pennypacker,2014-10-03 15:47:03,atfork import warning should be suppressed when system_warnings = False,9247,lib/ansible/runner/__init__.py
0c40c6c,James Cammarata,2014-10-03 13:30:47,Fix order of resolving dependent role variables from vars files,9178,lib/ansible/playbook/play.py
313f26f,James Cammarata,2014-09-30 15:50:46,Fix issue with vars precedence from roles,9219,lib/ansible/playbook/play.py
313f26f,James Cammarata,2014-09-30 15:50:46,Fix issue with vars precedence from roles,9219,lib/ansible/runner/__init__.py
a1809a3,Toshio Kuratomi,2014-09-29 17:54:15,Target unnecessary templating warning at lines consisting of a single variable,6407,lib/ansible/playbook/task.py
6af5455,James Cammarata,2014-09-25 19:22:35,Default 'smart' connection to paramiko for OSX platforms,5007,lib/ansible/runner/__init__.py
128c10b,James Cammarata,2014-09-25 14:46:16,Don't template 'vars' dictionary during templating,9132,lib/ansible/utils/template.py
1970361,James Cammarata,2014-09-25 11:06:01,Fix action_plugins for modules not respecting check mode,9140,lib/ansible/runner/action_plugins/assemble.py
1970361,James Cammarata,2014-09-25 11:06:01,Fix action_plugins for modules not respecting check mode,9140,lib/ansible/runner/action_plugins/unarchive.py
c4f1785,James Cammarata,2014-09-23 16:12:01,Use split_args instead of shlex to split include params,8947,lib/ansible/playbook/__init__.py
e47f613,James Cammarata,2014-09-23 15:19:50,Push the expanduser call on the source down to slurp rather than fetch,8942,lib/ansible/runner/action_plugins/fetch.py
12c0378,James Cammarata,2014-09-23 14:51:56,Skip null id route tables when adding/deleting them in ec2_vpc,8552
c289ba1,Toshio Kuratomi,2014-09-22 11:47:56,Merge pull request #9084 from mscherer/fix9704/fix_service,9704
87b0b0e,Michael Scherer,2014-09-21 14:55:31,"Fix #9704, correctly set changed as false when nothing is done",9704
1bae4e4,James Cammarata,2014-09-19 15:17:46,Add note on ec2_lc regarding immutability of configs once created,8927
9d45f3a,James Cammarata,2014-09-19 15:08:38,Before decrypting check if vault password is set or error early,8926,lib/ansible/utils/__init__.py
da5de72,James Cammarata,2014-09-18 15:53:41,Allow with_first_files to search relative to templates and vars in roles,8879,lib/ansible/runner/lookup_plugins/first_found.py
6b1ae82,James Cammarata,2014-09-17 15:20:05,Allow filtering by availability zone for exact_count with ec2,8863
c3612e0,James Cammarata,2014-09-16 20:51:00,Move delegate_to out of runner module_vars to prevent bleeding across runs,8705,lib/ansible/callbacks.py
c3612e0,James Cammarata,2014-09-16 20:51:00,Move delegate_to out of runner module_vars to prevent bleeding across runs,8705,lib/ansible/runner/__init__.py
8dfc54b,Toshio Kuratomi,2014-09-16 16:12:09,Refactor the Linux service_enable() method,9009
e294e31,Toshio Kuratomi,2014-09-16 16:12:09,Refactor the Linux service_enable() method,9009
4f03dd6,James Cammarata,2014-09-16 21:38:49,Ensure port in docker expose list is a string,8731
4a9cf3f,James Cammarata,2014-09-11 15:01:34,Allow hostvars variables to be templated,7844,lib/ansible/runner/__init__.py
b376e20,James Cammarata,2014-09-16 12:03:40,"Adding ""follow"" param for file/copy options",8998,lib/ansible/module_utils/basic.py
b376e20,James Cammarata,2014-09-16 12:03:40,"Adding ""follow"" param for file/copy options",8998,lib/ansible/runner/action_plugins/template.py
b376e20,James Cammarata,2014-09-16 12:03:40,"Adding ""follow"" param for file/copy options",8998,lib/ansible/utils/module_docs_fragments/files.py
2303044,Will Thames,2014-09-16 10:22:36,Applied fix for sudo with no prompt to paramiko,8418,lib/ansible/runner/connection_plugins/paramiko_ssh.py
de77f33,Matt Martz,2014-09-05 08:42:31,Don't throw away useful stdout and stderr. Fixes #8418,8418,lib/ansible/runner/connection_plugins/ssh.py
cdf938f,James Cammarata,2014-09-15 13:15:46,Ensure remote files are chmod'd properly for su/su_user too,8594,lib/ansible/runner/action_plugins/assemble.py
cdf938f,James Cammarata,2014-09-15 13:15:46,Ensure remote files are chmod'd properly for su/su_user too,8594,lib/ansible/runner/action_plugins/copy.py
cdf938f,James Cammarata,2014-09-15 13:15:46,Ensure remote files are chmod'd properly for su/su_user too,8594,lib/ansible/runner/action_plugins/template.py
cdf938f,James Cammarata,2014-09-15 13:15:46,Ensure remote files are chmod'd properly for su/su_user too,8594,lib/ansible/runner/action_plugins/unarchive.py
0c4a749,James Cammarata,2014-09-15 11:29:04,Ensure checkmode is honored for templates that haven't changed,8998,lib/ansible/runner/action_plugins/template.py
9fb6cab,Toshio Kuratomi,2014-09-15 09:00:11,Fix splitting the tag from the image name,8983
dc9482d,James Cammarata,2014-09-11 16:27:10,Fix quoting issues in lineinfile for individual single-quotes,8806
1c3039f,Toshio Kuratomi,2014-09-11 11:22:50,Omit tag from parsed image name,8925
22dbb65,James Cammarata,2014-09-11 12:10:19,Move initscript rc check to later in service status check,7284
e54178f,James Cammarata,2014-09-11 09:46:53,Catch additional errors in fetch_url,8971,lib/ansible/module_utils/urls.py
2387da0,Michael DeHaan,2014-09-10 17:42:35,Merge pull request #8901 from jsmartin/ec2_replace_all,8501
dacb6b8,James Cammarata,2014-09-10 16:32:26,Use utils.merge_hash() instead of update for cache merging,8968,lib/ansible/runner/__init__.py
317ab06,James Cammarata,2014-09-04 09:35:41,Fixing multiline parsing to preserve newlines,8813,lib/ansible/module_utils/splitter.py
317ab06,James Cammarata,2014-09-04 09:35:41,Fixing multiline parsing to preserve newlines,8813,test/units/TestUtils.py
a571fd4,James Cammarata,2014-09-10 09:51:55,Convert boolean strings from set_fact to proper boolean values,8629,lib/ansible/runner/action_plugins/set_fact.py
0365a05,James Martin,2014-08-25 01:18:41,Rolling termination working.  Fixes #8501.,8501
a9b5b1b,Toshio Kuratomi,2014-09-09 15:41:58,Test that we can override variables set in inventory when the vars_file name is templated,8903
10afaee,James Cammarata,2014-09-09 15:35:08,Fixing new caching related issue with host vars,8944,lib/ansible/cache/base.py
10afaee,James Cammarata,2014-09-09 15:35:08,Fixing new caching related issue with host vars,8944,lib/ansible/cache/memcached.py
10afaee,James Cammarata,2014-09-09 15:35:08,Fixing new caching related issue with host vars,8944,lib/ansible/cache/memory.py
10afaee,James Cammarata,2014-09-09 15:35:08,Fixing new caching related issue with host vars,8944,lib/ansible/cache/redis.py
10afaee,James Cammarata,2014-09-09 15:35:08,Fixing new caching related issue with host vars,8944,lib/ansible/runner/__init__.py
2474ce5,Serge van Ginderachter,2014-09-09 21:57:23,Exit with rc 1 if role doesn't exist/is not found,8823
9a29fee,Mathieu MD,2014-09-05 22:09:29,Remove namespace restrictions in ec2_metric_alarm Fixes #7970,7970
8cc3543,James Cammarata,2014-09-04 16:00:02,"Re-allow templating of complex_args, but count params to prevent injection",8810,lib/ansible/playbook/play.py
8cc3543,James Cammarata,2014-09-04 16:00:02,"Re-allow templating of complex_args, but count params to prevent injection",8810,lib/ansible/runner/__init__.py
8cc3543,James Cammarata,2014-09-04 16:00:02,"Re-allow templating of complex_args, but count params to prevent injection",8810,lib/ansible/utils/__init__.py
8cc3543,James Cammarata,2014-09-04 16:00:02,"Re-allow templating of complex_args, but count params to prevent injection",8810,test/units/TestUtils.py
f14dba8,James Cammarata,2014-09-05 12:46:33,Don't re-add galaxy deps if they've already been added for install,8890
286ab6a,James Cammarata,2014-09-04 10:00:40,Merge pull request #8868 from mike-d-d/fix-route_tables-default,8666
9adde1e,James Cammarata,2014-09-04 09:34:32,Fix instance comparison for deps in bin/ansible-galaxy,8884
14b8e2c,James Cammarata,2014-09-03 09:39:50,Make sure set_fact variables go into VARS_CACHE,8758,lib/ansible/playbook/__init__.py
4510f2e,Mike Dixon,2014-09-02 19:16:39,Fix #8666 for real,8666
a7d3870,Oleg Bulatov,2014-09-01 23:23:36,Fix #7711,7711
b708267,Michael DeHaan,2014-08-28 10:48:32,Merge pull request #8790 from sivel/issue/8784,8784
ab495d1,James Cammarata,2014-08-28 08:21:09,Set the shell variable on the ssh connection type for accelerated mode,8799,lib/ansible/runner/connection_plugins/accelerate.py
2b30798,Matt Martz,2014-08-27 19:15:57,Don't use ternary if statements. Fixes #8784,8784,lib/ansible/module_utils/basic.py
ed34cee,James Cammarata,2014-08-26 14:27:02,Atomically move known hosts file into place for paramiko connections,8169,lib/ansible/runner/connection_plugins/paramiko_ssh.py
36bd9ef,James Cammarata,2014-08-14 23:35:54,Stop/remove existing docker container if the specified tag is different,8278
75bd1fa,James Cammarata,2014-08-26 11:49:02,Merge pull request #8757 from sivel/issue/8752,8752
206c201,Matt Martz,2014-08-26 09:02:22,The correct option is password_file. Fixes #8752,8752
6b3f7a8,James Cammarata,2014-08-22 14:07:42,Fixing bug with image/tag pulling in docker module,8670
311ec54,James Cammarata,2014-08-20 15:29:17,"If not specified, do not modify subnet/route_tables for ec2 VPCs",8666
d011880,James Cammarata,2014-08-21 13:09:32,Checking for localized versions of the su password prompt,8681,lib/ansible/runner/connection_plugins/paramiko_ssh.py
d011880,James Cammarata,2014-08-21 13:09:32,Checking for localized versions of the su password prompt,8681,lib/ansible/runner/connection_plugins/ssh.py
d011880,James Cammarata,2014-08-21 13:09:32,Checking for localized versions of the su password prompt,8681,lib/ansible/utils/__init__.py
d011880,James Cammarata,2014-08-21 13:09:32,Checking for localized versions of the su password prompt,8681,lib/ansible/utils/su_prompts.py
d011880,James Cammarata,2014-08-21 13:09:32,Checking for localized versions of the su password prompt,8681,test/units/TestUtils.py
3b19b83,James Cammarata,2014-08-21 16:12:05,Add GovCloud region to list of regions for AWS,8604,lib/ansible/module_utils/ec2.py
8a1fbed,James Cammarata,2014-08-15 15:57:02,Correct variable blending from vars_files with hostvars in them,8638,lib/ansible/playbook/__init__.py
8a1fbed,James Cammarata,2014-08-15 15:57:02,Correct variable blending from vars_files with hostvars in them,8638,lib/ansible/playbook/play.py
8a1fbed,James Cammarata,2014-08-15 15:57:02,Correct variable blending from vars_files with hostvars in them,8638,lib/ansible/runner/__init__.py
8a1fbed,James Cammarata,2014-08-15 15:57:02,Correct variable blending from vars_files with hostvars in them,8638,lib/ansible/utils/__init__.py
8a1fbed,James Cammarata,2014-08-15 15:57:02,Correct variable blending from vars_files with hostvars in them,8638,test/units/TestPlayVarsFiles.py
8956c63,James Cammarata,2014-08-20 12:02:56,Remove incorrect use of module.fail_json during import check for s3,8698
d4ff0d1,James Cammarata,2014-08-19 11:30:04,Make sure password files from lookups are created with restrictive permissions,8652,lib/ansible/runner/lookup_plugins/password.py
8a5675c,James Cammarata,2014-08-19 10:35:01,Fixing no_log for the playbook level use,8647,lib/ansible/playbook/play.py
8a5675c,James Cammarata,2014-08-19 10:35:01,Fixing no_log for the playbook level use,8647,lib/ansible/playbook/task.py
8648fa1,James Cammarata,2014-08-19 09:09:13,Removing skipped=True from result when using creates= and removes=,8645
ca6db40,James Cammarata,2014-08-19 09:02:50,"When serializing inventory, pop from the start of the hosts list",8646,lib/ansible/playbook/__init__.py
c8494cd,James Cammarata,2014-08-18 22:04:25,Set prompt encoding to a sane value when sys.stdout.encoding is None,8644,lib/ansible/callbacks.py
379e318,James Cammarata,2014-08-18 16:02:45,Fix check mode issues with copy module,8639,lib/ansible/runner/action_plugins/copy.py
379e318,James Cammarata,2014-08-18 16:02:45,Fix check mode issues with copy module,8639,lib/ansible/utils/__init__.py
542f071,James Cammarata,2014-08-18 13:33:23,Correct check for role library/ existence,8633,lib/ansible/playbook/play.py
e2b8f05,James Cammarata,2014-08-18 12:59:00,Add option to disable ControlPath to ssh options during rsync,8473
e389584,James Cammarata,2014-08-18 12:27:03,Make sure group_vars/all is loaded for ungrouped hosts,6563,lib/ansible/inventory/__init__.py
92f7aa7,James Cammarata,2014-08-18 10:37:07,Fix bad commit from #8095 and fix bad splitting on :'s in the image,8658
8dafacd,James Cammarata,2014-08-15 11:03:29,Make env param a dict type instead of list,8199,lib/ansible/module_utils/basic.py
600a465,James Cammarata,2014-08-07 00:07:55,Catch error in atomic_move when creating temporary file,8480,lib/ansible/module_utils/basic.py
ee18c55,James Cammarata,2014-08-14 13:18:26,Load group_vars for new groups loaded via add_host,8605,lib/ansible/runner/action_plugins/add_host.py
b4476c2,James Cammarata,2014-08-14 12:26:52,Use match() instead of search() for pattern matching,8614,lib/ansible/inventory/__init__.py
f48fa37,James Cammarata,2014-08-14 12:13:40,Fix host pattern matching and enhance error detection,8614,lib/ansible/inventory/__init__.py
a01d97f,James Cammarata,2014-08-14 10:55:26,Fixing variable name bug introduced in ac8950f,8617,lib/ansible/playbook/__init__.py
fc7859f,James Cammarata,2014-08-12 09:51:21,Make sure playbook_dir variable is an absolute path,8317,lib/ansible/playbook/__init__.py
fc7859f,James Cammarata,2014-08-12 09:51:21,Make sure playbook_dir variable is an absolute path,8317,lib/ansible/playbook/play.py
fc7859f,James Cammarata,2014-08-12 09:51:21,Make sure playbook_dir variable is an absolute path,8317,lib/ansible/runner/__init__.py
ac8950f,James Cammarata,2014-08-11 19:21:39,Set special vars in play.vars rather than load_vars,8534,lib/ansible/playbook/__init__.py
ac8950f,James Cammarata,2014-08-11 19:21:39,Set special vars in play.vars rather than load_vars,8534,lib/ansible/playbook/play.py
20957a1,James Cammarata,2014-08-11 13:13:48,Remove duplicate compiling of task when: statements,8538,lib/ansible/playbook/play.py
20957a1,James Cammarata,2014-08-11 13:13:48,Remove duplicate compiling of task when: statements,8538,lib/ansible/playbook/task.py
b3371b8,James Cammarata,2014-08-11 11:01:23,Unquote lines that were quoted for safety during eval in lineinfile,8535
a650421,James Cammarata,2014-08-11 10:16:31,Catch task parameter splitting errors nicely,8481,lib/ansible/playbook/task.py
a48328f,Michael DeHaan,2014-08-08 13:50:52,Merge pull request #7725 from slapers/network-secondaries-issue,7724
63bf2f6,James Cammarata,2014-08-08 11:54:38,Preserve all line breaks in literal blocks,8512,lib/ansible/module_utils/splitter.py
63bf2f6,James Cammarata,2014-08-08 11:54:38,Preserve all line breaks in literal blocks,8512,lib/ansible/utils/__init__.py
63bf2f6,James Cammarata,2014-08-08 11:54:38,Preserve all line breaks in literal blocks,8512,test/units/TestUtils.py
ba36eb9,Michael DeHaan,2014-08-08 10:54:01,Merge pull request #8518 from awasilyev/devel,8344
88ff64e,Alexey Wasilyev,2014-08-08 18:42:40,Fix for #8344,8344
d4cedfc,James Cammarata,2014-08-07 23:49:36,Fix missing variable initialization for async jid,8491,lib/ansible/runner/poller.py
